1245.000000,513.000000
1249.000000,520.000000
1252.000000,520.000000
1242.000000,524.000000
1225.000000,525.000000
1202.000000,528.000000
1176.000000,527.000000
1107.000000,532.000000
1053.000000,539.000000
1043.000000,544.000000
963.000000,547.000000
874.000000,552.000000
785.000000,556.000000
741.000000,559.000000
709.000000,561.000000
693.000000,559.000000
682.000000,558.000000
686.000000,555.000000
697.000000,552.000000
713.000000,548.000000
744.000000,544.000000
759.000000,541.000000
843.000000,536.000000
886.000000,531.000000
921.000000,527.000000
935.000000,522.000000
977.000000,518.000000
1022.000000,514.000000
1031.000000,508.000000
1035.000000,502.000000
1033.000000,492.000000
1022.000000,464.000000
986.000000,428.000000
953.000000,405.000000
921.000000,386.000000
903.000000,378.000000
865.000000,366.000000
842.000000,356.000000
836.000000,353.000000
829.000000,350.000000
827.000000,347.000000
824.000000,345.000000
822.000000,346.000000
823.000000,348.000000
832.000000,349.000000
866.000000,356.000000
894.000000,366.000000
908.000000,382.000000
940.000000,410.000000
962.000000,429.000000
969.000000,453.000000
971.000000,458.000000
970.000000,469.000000
965.000000,477.000000
949.000000,483.000000
941.000000,487.000000
929.000000,489.000000
897.000000,493.000000
859.000000,498.000000
849.000000,501.000000
833.000000,502.000000
828.000000,504.000000
824.000000,505.000000
823.000000,506.000000
833.000000,507.000000
840.000000,507.000000
880.000000,509.000000
931.000000,511.000000
942.000000,512.000000
941.000000,516.000000
920.000000,516.000000
911.000000,517.000000
898.000000,516.000000
882.000000,518.000000
867.000000,523.000000
871.000000,523.000000
876.000000,525.000000
900.000000,528.000000
904.000000,526.000000
885.000000,528.000000
875.000000,529.000000
863.000000,529.000000
861.000000,525.000000
869.000000,518.000000
865.000000,516.000000
864.000000,515.000000
857.000000,520.000000
860.000000,522.000000
893.000000,528.000000
907.000000,529.000000
916.000000,532.000000
898.000000,534.000000
899.000000,531.000000
907.000000,527.000000
905.000000,524.000000
907.000000,522.000000
907.000000,517.000000
909.000000,517.000000
915.000000,515.000000
946.000000,516.000000
953.000000,522.000000
973.000000,537.000000
1009.000000,562.000000
1013.000000,587.000000
1022.000000,597.000000
1024.000000,607.000000
1026.000000,609.000000
1020.000000,608.000000
1012.000000,608.000000
1004.000000,612.000000
997.000000,611.000000
977.000000,606.000000
942.000000,602.000000
926.000000,600.000000
923.000000,596.000000
916.000000,593.000000
898.000000,592.000000
890.000000,587.000000
888.000000,581.000000
885.000000,577.000000
880.000000,573.000000
879.000000,568.000000
879.000000,565.000000
887.000000,562.000000
890.000000,560.000000
898.000000,561.000000
913.000000,561.000000
929.000000,559.000000
935.000000,559.000000
944.000000,561.000000
954.000000,563.000000
959.000000,567.000000
969.000000,571.000000
972.000000,572.000000
972.000000,577.000000
972.000000,579.000000
971.000000,581.000000
964.000000,590.000000
957.000000,594.000000
951.000000,596.000000
943.000000,598.000000
932.000000,598.000000
923.000000,598.000000
910.000000,598.000000
910.000000,601.000000
903.000000,600.000000
905.000000,596.000000
908.000000,591.000000
912.000000,589.000000
917.000000,586.000000
922.000000,584.000000
926.000000,581.000000
932.000000,576.000000
959.000000,574.000000
985.000000,572.000000
995.000000,561.000000
995.000000,555.000000
997.000000,552.000000
1014.000000,550.000000
1036.000000,549.000000
1041.000000,542.000000
1038.000000,532.000000
1026.000000,523.000000
1013.000000,517.000000
1011.000000,514.000000
1009.000000,512.000000
1012.000000,510.000000
1002.000000,511.000000
991.000000,510.000000
987.000000,512.000000
965.000000,512.000000
936.000000,512.000000
920.000000,513.000000
918.000000,515.000000
928.000000,516.000000
934.000000,514.000000
930.000000,511.000000
916.000000,512.000000
913.000000,515.000000
919.000000,521.000000
926.000000,521.000000
940.000000,520.000000
946.000000,520.000000
953.000000,519.000000
956.000000,517.000000
954.000000,515.000000
952.000000,510.000000
945.000000,505.000000
941.000000,501.000000
940.000000,499.000000
932.000000,497.000000
929.000000,496.000000
917.000000,494.000000
913.000000,491.000000
914.000000,485.000000
916.000000,482.000000
933.000000,488.000000
952.000000,492.000000
949.000000,494.000000
951.000000,492.000000
956.000000,489.000000
968.000000,483.000000
980.000000,473.000000
980.000000,459.000000
978.000000,447.000000
975.000000,437.000000
947.000000,426.000000
915.000000,411.000000
920.000000,388.000000
916.000000,367.000000
914.000000,348.000000
912.000000,337.000000
909.000000,326.000000
908.000000,315.000000
900.000000,309.000000
891.000000,300.000000
883.000000,295.000000
867.000000,298.000000
857.000000,297.000000
850.000000,290.000000
842.000000,294.000000
832.000000,300.000000
836.000000,335.000000
829.000000,357.000000
829.000000,382.000000
824.000000,405.000000
817.000000,423.000000
819.000000,459.000000
841.000000,487.000000
840.000000,521.000000
843.000000,558.000000
851.000000,596.000000
895.000000,636.000000
900.000000,660.000000
893.000000,684.000000
897.000000,700.000000
900.000000,708.000000
913.000000,709.000000
922.000000,713.000000
922.000000,721.000000
931.000000,724.000000
932.000000,728.000000
928.000000,733.000000
922.000000,737.000000
906.000000,739.000000
899.000000,738.000000
896.000000,711.000000
896.000000,666.000000
913.000000,633.000000
902.000000,640.000000
933.000000,648.000000
963.000000,649.000000
931.000000,655.000000
934.000000,657.000000
941.000000,660.000000
944.000000,660.000000
947.000000,658.000000
1037.000000,658.000000
1059.000000,664.000000
1057.000000,666.000000
1059.000000,671.000000
1038.000000,673.000000
1008.000000,677.000000
996.000000,682.000000
994.000000,684.000000
978.000000,688.000000
961.000000,687.000000
940.000000,683.000000
