0.443467,-0.284980,1.556905,1.000000
0.443592,-0.284980,1.555840,1.000000
0.444618,-0.285641,1.554824,1.000000
0.440197,-0.284595,1.549881,1.000000
0.419968,-0.281796,1.554913,1.000000
0.351349,-0.269412,1.583570,1.000000
0.280082,-0.251220,1.605180,1.000000
0.210103,-0.231390,1.618247,1.000000
0.148470,-0.212870,1.625891,1.000000
0.094930,-0.196717,1.636609,1.000000
0.040512,-0.179733,1.631319,1.000000
-0.018973,-0.161650,1.628725,1.000000
-0.078474,-0.142381,1.621236,1.000000
-0.133611,-0.125283,1.620303,1.000000
-0.176084,-0.110842,1.616213,1.000000
-0.215315,-0.094319,1.612378,1.000000
-0.249066,-0.077996,1.608890,1.000000
-0.276471,-0.062199,1.606544,1.000000
-0.296785,-0.047700,1.602517,1.000000
-0.314520,-0.034422,1.605823,1.000000
-0.325754,-0.020819,1.605374,1.000000
-0.333878,-0.009888,1.607293,1.000000
-0.331454,-0.001051,1.608328,1.000000
-0.309160,0.007083,1.613683,1.000000
-0.276378,0.014488,1.626386,1.000000
-0.242514,0.020454,1.642168,1.000000
-0.198436,0.025103,1.657120,1.000000
-0.136326,0.027909,1.666428,1.000000
-0.080120,0.027910,1.677589,1.000000
-0.025398,0.026753,1.682783,1.000000
0.024938,0.024234,1.685037,1.000000
0.062971,0.019355,1.691105,1.000000
0.087505,0.003108,1.697603,1.000000
0.097108,-0.020629,1.704515,1.000000
0.103597,-0.047868,1.710104,1.000000
0.103943,-0.084875,1.715352,1.000000
0.106121,-0.123749,1.720767,1.000000
0.104392,-0.166715,1.726106,1.000000
0.098241,-0.213082,1.739684,1.000000
0.098707,-0.256423,1.748147,1.000000
0.102184,-0.290812,1.754166,1.000000
0.094723,-0.313828,1.763516,1.000000
0.086078,-0.326681,1.773339,1.000000
0.075622,-0.332988,1.790296,1.000000
0.066970,-0.340141,1.808158,1.000000
0.049243,-0.339919,1.824931,1.000000
0.021127,-0.327033,1.842707,1.000000
-0.019763,-0.302520,1.866015,1.000000
-0.062026,-0.279801,1.884790,1.000000
-0.095977,-0.262591,1.898310,1.000000
-0.132945,-0.239237,1.923979,1.000000
-0.164425,-0.217899,1.941789,1.000000
-0.191639,-0.186768,1.954781,1.000000
-0.215968,-0.159863,1.984018,1.000000
-0.217812,-0.131592,2.016645,1.000000
-0.213037,-0.106176,2.041711,1.000000
-0.203511,-0.081936,2.071969,1.000000
-0.171355,-0.039411,2.091655,1.000000
-0.122860,0.008813,2.108462,1.000000
-0.072684,0.054324,2.109391,1.000000
-0.014353,0.097946,2.104950,1.000000
0.044861,0.137063,2.095635,1.000000
0.100852,0.172182,2.082857,1.000000
0.141502,0.200211,2.069140,1.000000
0.170242,0.227309,2.054954,1.000000
0.188726,0.248462,2.042724,1.000000
0.190495,0.265737,2.027820,1.000000
0.174988,0.278068,2.014106,1.000000
0.152851,0.287316,1.998705,1.000000
0.123487,0.290912,1.990625,1.000000
0.080753,0.285484,1.984828,1.000000
0.037032,0.283165,1.974565,1.000000
-0.012762,0.277860,1.961474,1.000000
-0.060339,0.273289,1.946319,1.000000
-0.104684,0.260847,1.932015,1.000000
-0.147172,0.242610,1.923608,1.000000
-0.177770,0.213581,1.919079,1.000000
-0.205655,0.181395,1.915108,1.000000
-0.227501,0.151583,1.910365,1.000000
-0.229398,0.120698,1.906522,1.000000
-0.221522,0.095332,1.901531,1.000000
-0.216696,0.076892,1.899274,1.000000
-0.196716,0.063080,1.902099,1.000000
-0.161263,0.050732,1.906700,1.000000
-0.130696,0.037104,1.911343,1.000000
-0.087045,0.015659,1.917931,1.000000
-0.043996,-0.012410,1.921437,1.000000
0.003792,-0.060059,1.929512,1.000000
0.051691,-0.112737,1.933606,1.000000
0.094430,-0.163713,1.932171,1.000000
0.128507,-0.214262,1.932544,1.000000
0.152534,-0.259825,1.934812,1.000000
0.167948,-0.294475,1.938864,1.000000
0.177831,-0.321173,1.944141,1.000000
0.184830,-0.345792,1.949428,1.000000
0.188258,-0.367459,1.957367,1.000000
0.187638,-0.386388,1.966980,1.000000
0.174637,-0.397880,1.980264,1.000000
0.143986,-0.393340,1.998195,1.000000
0.105342,-0.376553,2.008737,1.000000
0.067043,-0.351902,2.013194,1.000000
0.026051,-0.316642,2.011562,1.000000
-0.021117,-0.264701,2.002217,1.000000
-0.064925,-0.206649,1.994910,1.000000
-0.096189,-0.143068,1.987306,1.000000
-0.116042,-0.071166,1.982108,1.000000
-0.126498,-0.004353,1.973397,1.000000
-0.113804,0.064540,1.965011,1.000000
-0.094864,0.122088,1.954621,1.000000
-0.064921,0.165724,1.941474,1.000000
-0.031821,0.203661,1.929736,1.000000
0.006239,0.228691,1.916110,1.000000
0.039214,0.245062,1.903406,1.000000
0.067238,0.253281,1.890646,1.000000
0.087343,0.258577,1.877971,1.000000
0.100808,0.259001,1.864344,1.000000
0.103335,0.258143,1.847203,1.000000
0.096001,0.242727,1.822110,1.000000
0.081426,0.227340,1.794766,1.000000
0.062545,0.209569,1.754340,1.000000
0.031669,0.179007,1.701149,1.000000
-0.002807,0.144928,1.642422,1.000000
-0.038936,0.100987,1.583160,1.000000
-0.070763,0.059484,1.534408,1.000000
-0.092224,0.018262,1.494270,1.000000
-0.109157,-0.019370,1.460581,1.000000
-0.120087,-0.052563,1.432070,1.000000
-0.121340,-0.083296,1.414799,1.000000
-0.113864,-0.111280,1.407578,1.000000
-0.092898,-0.137622,1.417437,1.000000
-0.061154,-0.155617,1.419016,1.000000
-0.017570,-0.169161,1.431020,1.000000
0.031970,-0.178549,1.445153,1.000000
0.074588,-0.183175,1.456821,1.000000
0.110414,-0.188242,1.475522,1.000000
0.140331,-0.193669,1.494281,1.000000
0.165695,-0.198182,1.514173,1.000000
0.177301,-0.191777,1.535973,1.000000
0.182555,-0.185676,1.570581,1.000000
0.184108,-0.178990,1.613740,1.000000
0.172903,-0.165313,1.667438,1.000000
0.156604,-0.153100,1.721043,1.000000
0.130438,-0.133828,1.774230,1.000000
0.101022,-0.113619,1.819597,1.000000
0.075569,-0.092308,1.860206,1.000000
0.040405,-0.063298,1.900084,1.000000
0.009526,-0.034151,1.934742,1.000000
-0.022350,0.004190,1.963330,1.000000
-0.046482,0.037892,1.989978,1.000000
-0.061638,0.064096,2.015610,1.000000
-0.069213,0.088771,2.038389,1.000000
-0.065382,0.114732,2.054659,1.000000
-0.055638,0.136005,2.067294,1.000000
-0.041613,0.148363,2.078391,1.000000
-0.027651,0.140781,2.092584,1.000000
-0.010973,0.120912,2.108863,1.000000
0.008111,0.090505,2.126678,1.000000
0.029492,0.049795,2.144821,1.000000
0.044512,0.005266,2.161662,1.000000
0.055447,-0.034619,2.172265,1.000000
0.068152,-0.068496,2.178422,1.000000
0.077983,-0.095713,2.181240,1.000000
0.086080,-0.113889,2.179814,1.000000
0.096347,-0.119631,2.174113,1.000000
0.111458,-0.112587,2.163129,1.000000
0.120101,-0.091990,2.150041,1.000000
0.120421,-0.064226,2.137588,1.000000
0.112692,-0.031736,2.127387,1.000000
0.107142,0.000596,2.115390,1.000000
0.104410,0.029884,2.106709,1.000000
0.099379,0.060437,2.098428,1.000000
0.094449,0.084959,2.092859,1.000000
0.073668,0.104766,2.089295,1.000000
0.053825,0.117266,2.088268,1.000000
0.040402,0.122725,2.089652,1.000000
0.033614,0.121499,2.092567,1.000000
0.025225,0.110432,2.096590,1.000000
0.017044,0.089974,2.103692,1.000000
0.001543,0.061163,2.112628,1.000000
-0.020204,0.027932,2.121415,1.000000
-0.039205,-0.005799,2.129448,1.000000
-0.059944,-0.040248,2.136297,1.000000
-0.076315,-0.068081,2.142020,1.000000
-0.085187,-0.087175,2.146765,1.000000
-0.079874,-0.088743,2.149532,1.000000
-0.069379,-0.078099,2.151433,1.000000
-0.053755,-0.061972,2.154452,1.000000
-0.034761,-0.036717,2.156251,1.000000
-0.019288,-0.008562,2.155375,1.000000
-0.006203,0.023917,2.153285,1.000000
0.002510,0.056429,2.149036,1.000000
0.006988,0.084660,2.146040,1.000000
0.005568,0.109601,2.141003,1.000000
0.000252,0.131309,2.136015,1.000000
-0.010296,0.147423,2.130091,1.000000
-0.020968,0.160733,2.123841,1.000000
-0.031961,0.168759,2.116788,1.000000
-0.043052,0.167734,2.110007,1.000000
-0.050199,0.161285,2.105212,1.000000
-0.055812,0.155624,2.099782,1.000000
-0.057768,0.148149,2.094571,1.000000
-0.056872,0.141665,2.089090,1.000000
