0.375436,0.065994,0.745065,-1.564297,1.011789,-0.822856
0.375450,0.066015,0.745051,-1.564322,1.011750,-0.822858
0.375741,0.063257,0.745408,-1.557866,1.018695,-0.832132
0.376973,0.050463,0.746957,-1.526732,1.050489,-0.875305
0.377793,0.020463,0.750584,-1.452432,1.119137,-0.970557
0.377680,0.014401,0.751247,-1.438096,1.130819,-0.987132
0.377171,0.009122,0.752023,-1.425239,1.139128,-1.000457
0.376303,-0.001271,0.753277,-1.400559,1.155304,-1.026006
0.376032,-0.005081,0.753650,-1.391365,1.163055,-1.036945
0.374830,-0.015851,0.754861,-1.364588,1.183832,-1.067563
0.373368,-0.024831,0.756006,-1.342540,1.199710,-1.091715
0.372525,-0.030516,0.756556,-1.329167,1.208697,-1.105782
0.370153,-0.042165,0.757935,-1.301346,1.224959,-1.133761
0.369033,-0.046366,0.758513,-1.291932,1.227585,-1.141359
0.366806,-0.053968,0.759583,-1.275562,1.230302,-1.153794
0.365296,-0.058709,0.760266,-1.266088,1.230432,-1.160216
0.364159,-0.061854,0.760770,-1.259955,1.229142,-1.163789
0.361880,-0.067654,0.761681,-1.250014,1.224701,-1.168347
0.360688,-0.070462,0.762127,-1.246089,1.220458,-1.168929
0.359297,-0.073441,0.762650,-1.242531,1.214305,-1.168418
0.358607,-0.074623,0.762917,-1.241696,1.210054,-1.166845
0.358527,-0.073491,0.763035,-1.245620,1.201136,-1.159171
0.358159,-0.067957,0.763478,-1.264292,1.159904,-1.122800
0.357854,-0.064121,0.763761,-1.276614,1.132042,-1.098251
0.357966,-0.061168,0.763827,-1.284342,1.117370,-1.084175
0.358351,-0.054670,0.763828,-1.299908,1.089300,-1.056013
0.358744,-0.048653,0.763767,-1.313610,1.065598,-1.031412
0.359502,-0.040112,0.763425,-1.332173,1.036022,-0.998728
0.359821,-0.034591,0.763302,-1.343189,1.018275,-0.979059
0.360306,-0.029864,0.763024,-1.352672,1.005224,-0.963072
0.360765,-0.026780,0.762739,-1.358703,0.998908,-0.953931
0.361241,-0.025117,0.762460,-1.361975,0.998524,-0.950532
0.361759,-0.025455,0.762165,-1.361410,1.006305,-0.955263
0.362001,-0.026436,0.762054,-1.359345,1.012493,-0.960621
0.361943,-0.029512,0.762191,-1.351548,1.024235,-0.974404
0.361485,-0.032749,0.762597,-1.341956,1.033183,-0.988444
0.360433,-0.037049,0.763462,-1.327574,1.041974,-1.006848
0.357071,-0.046433,0.765974,-1.292518,1.053309,-1.046333
0.354877,-0.051346,0.767475,-1.273022,1.056924,-1.066779
0.352682,-0.055649,0.768957,-1.254529,1.058627,-1.085303
0.349167,-0.061437,0.771241,-1.227361,1.057931,-1.110790
0.345898,-0.066107,0.773245,-1.204214,1.054904,-1.131513
0.339933,-0.073576,0.776759,-1.164693,1.048063,-1.165938
0.337603,-0.076321,0.778044,-1.149936,1.044860,-1.178527
0.332066,-0.082364,0.780978,-1.117501,1.035146,-1.205527
0.324632,-0.089465,0.784718,-1.076632,1.021488,-1.239008
0.317050,-0.095663,0.788312,-1.038225,1.005235,-1.269472
0.309460,-0.101320,0.791673,-1.001698,0.987636,-1.298122
0.307488,-0.102520,0.792531,-0.993057,0.982214,-1.304534
0.298647,-0.106558,0.796436,-0.955758,0.952851,-1.329888
0.295927,-0.107469,0.797592,-0.945559,0.942270,-1.336264
0.291675,-0.107256,0.799633,-0.931607,0.918497,-1.341239
0.286536,-0.104934,0.802213,-0.918660,0.880392,-1.339901
0.282743,-0.099639,0.804497,-0.913606,0.835612,-1.327079
0.281692,-0.097071,0.805223,-0.913484,0.818527,-1.319874
0.280554,-0.092521,0.806212,-0.915356,0.792774,-1.306096
0.279368,-0.083259,0.807596,-0.921117,0.747597,-1.276813
0.279267,-0.067644,0.808958,-0.935271,0.686950,-1.224994
0.279514,-0.061310,0.809341,-0.940807,0.665979,-1.203973
0.280540,-0.051886,0.809524,-0.951721,0.639273,-1.171659
0.282013,-0.044777,0.809402,-0.961751,0.625366,-1.147247
0.284157,-0.039660,0.808822,-0.971942,0.621516,-1.129466
0.287398,-0.035072,0.807839,-0.984135,0.627232,-1.113976
0.289301,-0.033793,0.807186,-0.989966,0.635198,-1.109777
0.291205,-0.033095,0.806530,-0.995360,0.645090,-1.107667
0.294042,-0.033285,0.805453,-1.002409,0.663301,-1.108531
0.297532,-0.034104,0.804045,-1.010785,0.687219,-1.111424
0.301678,-0.036062,0.802259,-1.020894,0.718646,-1.117490
0.306523,-0.038983,0.799938,-1.033459,0.755889,-1.125476
0.311015,-0.042089,0.797617,-1.046894,0.791328,-1.132568
0.313349,-0.043721,0.796361,-1.054828,0.809323,-1.135493
0.315780,-0.045188,0.794969,-1.063902,0.826996,-1.137324
0.320816,-0.047156,0.792025,-1.086104,0.859185,-1.135759
0.325634,-0.047226,0.789090,-1.111509,0.882778,-1.126620
0.329825,-0.045702,0.786489,-1.136988,0.897446,-1.112169
0.334579,-0.042149,0.783475,-1.169162,0.908115,-1.089098
0.338008,-0.037524,0.781256,-1.195841,0.909254,-1.065325
0.341352,-0.031228,0.779033,-1.224317,0.905234,-1.036456
0.343443,-0.025185,0.777582,-1.245568,0.896308,-1.011372
0.344684,-0.020170,0.776653,-1.260598,0.886756,-0.991740
0.345674,-0.014851,0.775869,-1.274656,0.875524,-0.971831
0.346556,-0.007294,0.775042,-1.291704,0.857472,-0.944967
0.347340,0.013316,0.773506,-1.329654,0.806964,-0.877457
0.347382,0.018604,0.773136,-1.337901,0.794879,-0.861721
0.346706,0.030219,0.772623,-1.355328,0.765187,-0.825747
0.346382,0.036291,0.772258,-1.363700,0.750716,-0.808018
0.345850,0.040494,0.772221,-1.368315,0.740286,-0.796518
0.343356,0.056483,0.772359,-1.379131,0.704009,-0.760068
0.342715,0.060174,0.772443,-1.379722,0.696555,-0.753807
0.341446,0.063582,0.773034,-1.376380,0.686541,-0.749296
0.339681,0.066159,0.774216,-1.366707,0.677345,-0.750709
0.338033,0.066976,0.775590,-1.353287,0.671596,-0.757548
0.335874,0.067003,0.777492,-1.333925,0.665999,-0.768953
0.334678,0.066269,0.778612,-1.321836,0.664021,-0.777094
0.333112,0.065250,0.780102,-1.305187,0.661768,-0.788264
0.331943,0.064368,0.781197,-1.293064,0.660403,-0.796332
0.330221,0.061696,0.782908,-1.273579,0.659307,-0.810750
0.326740,0.056692,0.786111,-1.236213,0.656543,-0.837107
0.325046,0.054345,0.787573,-1.219261,0.655214,-0.848748
0.323556,0.052037,0.788821,-1.204155,0.654097,-0.859244
0.321545,0.048870,0.790460,-1.184441,0.652307,-0.872787
0.319902,0.046346,0.791739,-1.168798,0.650720,-0.883341
0.313638,0.038866,0.796039,-1.118807,0.639263,-0.912741
0.308502,0.036958,0.798835,-1.090602,0.618503,-0.919402
0.303197,0.036765,0.801449,-1.066465,0.592858,-0.919125
0.300370,0.037902,0.802676,-1.057356,0.576651,-0.914066
0.296431,0.043154,0.804014,-1.052521,0.545810,-0.893753
0.294745,0.047927,0.804322,-1.056338,0.527943,-0.876040
0.293862,0.055061,0.804015,-1.069282,0.510036,-0.850358
0.294052,0.060284,0.803361,-1.081581,0.501947,-0.832615
0.295776,0.069734,0.801467,-1.110052,0.495964,-0.802062
0.296380,0.072156,0.800889,-1.117645,0.495864,-0.794843
0.298980,0.078214,0.798890,-1.142673,0.501364,-0.777110
0.300675,0.080693,0.797785,-1.155750,0.508023,-0.770759
0.304409,0.084797,0.795397,-1.180545,0.524132,-0.761763
0.307211,0.086510,0.793759,-1.196348,0.538324,-0.759387
0.312163,0.088762,0.790840,-1.222964,0.564325,-0.757495
0.316727,0.089633,0.788223,-1.245196,0.589390,-0.759038
0.319000,0.089817,0.786917,-1.256298,0.602103,-0.760176
0.324855,0.089734,0.783448,-1.284859,0.635381,-0.763826
0.328753,0.089420,0.781013,-1.304478,0.657127,-0.765776
0.332609,0.089387,0.778412,-1.326425,0.677600,-0.765072
0.334688,0.089847,0.776821,-1.340423,0.687450,-0.762213
0.336145,0.091516,0.775294,-1.356064,0.690821,-0.753445
0.336370,0.092948,0.774717,-1.363003,0.688681,-0.746840
0.335992,0.095367,0.774328,-1.369626,0.681037,-0.736434
0.335284,0.097403,0.774263,-1.373005,0.672915,-0.727967
0.332200,0.102778,0.774968,-1.374297,0.645384,-0.706639
0.327708,0.109080,0.776337,-1.371001,0.610934,-0.683153
0.321696,0.116236,0.778401,-1.361552,0.569791,-0.658125
0.316246,0.121711,0.780399,-1.349415,0.535937,-0.639870
0.312682,0.124630,0.781852,-1.338872,0.515856,-0.630896
0.307466,0.127159,0.784423,-1.317242,0.490096,-0.624359
0.305353,0.127247,0.785727,-1.305083,0.481954,-0.625547
0.303142,0.126913,0.787198,-1.289934,0.474539,-0.628901
0.301809,0.126351,0.788190,-1.279698,0.471176,-0.632348
0.299478,0.122549,0.790753,-1.249261,0.471561,-0.650729
0.298242,0.115385,0.793433,-1.213681,0.482046,-0.680498
0.297672,0.110408,0.794985,-1.191987,0.489490,-0.699797
0.297069,0.099381,0.797763,-1.151293,0.508103,-0.740179
0.297095,0.092555,0.799093,-1.129074,0.520714,-0.764712
0.296913,0.085288,0.800460,-1.106815,0.533223,-0.789626
0.296762,0.076499,0.801925,-1.081639,0.548449,-0.819351
0.296744,0.069716,0.802872,-1.063448,0.560341,-0.842058
0.296431,0.058823,0.804268,-1.036497,0.577121,-0.877030
0.296256,0.054820,0.804765,-1.027295,0.582823,-0.889574
0.296201,0.049964,0.805216,-1.017587,0.589784,-0.904579
0.296132,0.042646,0.805789,-1.006871,0.598189,-0.925493
0.296215,0.039798,0.805920,-1.005011,0.600812,-0.932872
0.296841,0.037826,0.805694,-1.008406,0.603047,-0.937005
0.297827,0.037130,0.805183,-1.015617,0.604407,-0.937176
0.299156,0.037214,0.804455,-1.026568,0.605575,-0.934411
0.301434,0.038324,0.803157,-1.044101,0.608552,-0.928174
0.303536,0.039576,0.801967,-1.059638,0.612114,-0.922255
0.304709,0.040243,0.801286,-1.067746,0.614789,-0.919347
0.306978,0.041207,0.800003,-1.082209,0.621346,-0.915130
0.307844,0.041494,0.799519,-1.087590,0.624141,-0.913761
0.310833,0.040811,0.797970,-1.101114,0.637507,-0.915360
0.312188,0.039293,0.797347,-1.104505,0.646045,-0.920091
0.313003,0.036955,0.797085,-1.103421,0.654253,-0.927741
0.313280,0.035436,0.797040,-1.101151,0.658326,-0.932938
0.313231,0.032920,0.797235,-1.095200,0.663213,-0.941511
0.312347,0.027330,0.798072,-1.079543,0.671183,-0.960368
0.311740,0.024235,0.798571,-1.070767,0.675068,-0.970565
0.310330,0.017183,0.799656,-1.050645,0.684421,-0.994215
0.309260,0.011142,0.800435,-1.034958,0.693330,-1.014202
0.308481,0.006993,0.800944,-1.024981,0.699690,-1.027687
0.307765,-0.001150,0.801448,-1.008493,0.716394,-1.054552
0.307375,-0.006163,0.801708,-0.999593,0.726937,-1.070698
0.307098,-0.014356,0.801807,-0.988263,0.746549,-1.096575
0.307090,-0.017440,0.801778,-0.984912,0.754191,-1.106030
0.307714,-0.026795,0.801270,-0.978430,0.781953,-1.134364
0.308366,-0.034404,0.800600,-0.975313,0.804699,-1.156305
0.308657,-0.036518,0.800353,-0.975358,0.811437,-1.162103
0.309105,-0.040022,0.799943,-0.975212,0.823412,-1.171798
0.309741,-0.043634,0.799380,-0.976537,0.836009,-1.181170
0.310278,-0.046937,0.798879,-0.977948,0.847404,-1.189510
0.311386,-0.054837,0.797642,-0.981489,0.873494,-1.208462
0.311828,-0.061559,0.796719,-0.984073,0.892863,-1.223601
0.311866,-0.064591,0.796339,-0.984811,0.900930,-1.230346
0.311533,-0.068442,0.796020,-0.983850,0.909243,-1.239341
0.310838,-0.071849,0.795925,-0.982376,0.913990,-1.246929
0.308782,-0.076649,0.796244,-0.978004,0.913775,-1.257498
